station_id,station_name,address,fast_charger,slow_charger,district_code
292,마포한강2차 푸르지오아파트,서울특별시 마포구 합정동 473,0,5,11440
293,마포한강푸르지오1차,"서울특별시 마포구 월드컵로1길 14 (합정동, 마포 한강 푸르지오)",0,3,11440
294,메세나폴리스 아파트,서울특별시 마포구 양화로 45,1,3,11440
295,브라운스톤공덕 아파트,서울특별시 마포구 신공덕동 백범로 230,0,2,11440
296,상암월드컵경기장,서울특별시 마포구 성산동 531,7,3,11440
297,상암월드컵파크3단지,서울특별시 마포구 상암동 월드컵로 338,1,2,11440
298,서울서부지방검찰청,서울특별시 마포구 공덕동 105-1,1,0,11440
299,서울신용보증재단,서울특별시 마포구 공덕동 168,1,0,11440
300,성지(주상복합) 아파트,서울특별시 마포구 도화동 큰우물로 75,0,2,11440
301,신공덕3삼성래미안,서울특별시 마포구 신공덕동 만리재로 60,0,2,11440
302,신촌포스빌,서울특별시 마포구 노고산동 1-3,1,1,11440
303,쌍용황금,서울특별시 마포구 마포동 마포대로 6,1,0,11440
304,중부전력지사,서울특별시 마포구 합정동 55-1,0,2,11440
305,창전삼성 아파트,서울특별시 마포구 창전동 서강로 95,1,0,11440
306,한강삼성 아파트,서울특별시 마포구 토정동 토정로32길 11,1,1,11440
307,DMC래미안e편한세상,서울특별시 서대문구 북가좌동 481,1,4,11410
308,DMC센트럴아이파크아파트,서울특별시 서대문구 남가좌동 388,0,6,11410
309,DMC아이파크 아파트,서울특별시 서대문구 북가좌동 458,1,0,11410
310,남가좌삼성 아파트,서울특별시 서대문구 남가좌동 377,1,1,11410
311,돈의문센트레빌 아파트,서울특별시 서대문구 냉천동 261,1,1,11410
312,무악청구2차 아파트,서울특별시 서대문구 홍제동 453-1,0,1,11410
313,서부수도사업소,서울특별시 서대문구 홍제동 38-69,3,0,11410
314,연세대학교,서울특별시 서대문구 신촌동 134,3,0,11410
315,연세세브란스 에비슨의생명 연구센터,서울특별시 서대문구 신촌동 134,2,0,11410
316,연희대우 아파트,서울특별시 서대문구 연희동 739,0,3,11410
317,연희동 홍연2교 옆 노상주차장,서울특별시 서대문구 연희동 736,1,0,11410
318,연희동성원아파트,"서울특별시 서대문구 연희로32길 48 (연희동, 연희동성원아파트)",1,0,11410
319,인왕산한신휴플러스,서울특별시 서대문구 홍제동 469,0,2,11410
320,홍은1동 제4공영주차장,서울특별시 서대문구 홍은동 11-23,1,0,11410
321,LH서초4단지 아파트,서울특별시 서초구 우면동 788,0,2,11650
322,LH서초5단지,서울특별시 서초구 우면동 368-1,1,2,11650
323,강남전력지사,서울특별시 서초구 서초동 1355,0,1,11650
324,구룡공원 공영주차장,서울특별시 서초구 양재동 399,1,0,11650
325,국립 중앙도서관,서울특별시 서초구 반포동 산 94-1,2,0,11650
326,남서울농협 하나로마트 우면점,서울특별시 서초구 우면동 763,1,0,11650
327,대한무역투자진흥공사,서울특별시 서초구 염곡동 300-9,2,0,11650
328,동산마을 공영주차장,서울특별시 서초구 양재동 370-5,1,0,11650
329,래미안서초7차 아파트,서울특별시 서초구 서초동 1642-34,0,2,11650
330,래미안서초스위트 아파트,서울특별시 서초구 서초동 1301-6,1,2,11650
331,롯데캐슬헤론,서울특별시 서초구 방배동 754-1,1,2,11650
332,리첸시아방배,서울특별시 서초구 방배동 755-14,0,2,11650
333,반포동방음언덕형 공영주차장,서울특별시 서초구 반포동 730-2,1,0,11650
334,반포리체 아파트,서울특별시 서초구 반포동 30-26,1,4,11650
335,반포미도아파트,서울특별시 서초구 반포동 60-4,1,0,11650
336,방배1차 e편한세상,서울특별시 서초구 방배동 884-2,0,2,11650
337,방배3차e편한세상,서울특별시 서초구 방배동 797-30,0,2,11650
338,방배동부센트레빌 아파트,서울특별시 서초구 방배동 3275,0,2,11650
339,방배롯데캐슬아르떼,서울특별시 서초구 방배동 424-28,0,6,11650
340,방배롯데캐슬포레스트,서울특별시 서초구 방배동 844-1,0,2,11650
341,삼창골든빌리지 입주자대표회의,서울특별시 서초구 반포동 동광로32길 7,0,2,11650
342,서울시립어린이병원,서울특별시 서초구 내곡동 6-7,1,0,11650
343,서초2차e편한세상아파트,서울특별시 서초구 서초동 1529,0,3,11650
344,서초경남아너스빌201동,서울특별시 서초구 서초동 1456-2,0,1,11650
345,서초네이처힐1단지,서울특별시 서초구 우면동 707,0,2,11650
346,서초네이처힐6단지,서울특별시 서초구 우면동 737,1,2,11650
347,서초네이처힐7단지,서울특별시 서초구 우면동 735,0,2,11650
348,서초더샵포레,서울특별시 서초구 내곡동 77,1,4,11650
349,서초동일하이빌,서울특별시 서초구 서초동 1542-1,0,1,11650
350,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,0,2,11650
351,서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,0,2,11650
352,서초리젠 아파트,서울특별시 서초구 서초동 1444-19,0,2,11650
353,서초아크빌,서울특별시 서초구 서초동 1568-1,0,2,11650
354,서초지사,서울특별시 서초구 효령로 72길 60,6,7,11650
355,서초포레스타5단지,서울특별시 서초구 신원동 374,1,3,11650
356,서초호반써밋아파트,서울특별시 서초구 우면동 753,1,2,11650
357,서초힐스 아파트,서울특별시 서초구 우면동 773,1,3,11650
358,신세계 강남점,서울특별시 서초구 반포동 19-3,2,0,11650
359,아크로리버파크,서울특별시 서초구 반포동 2-12,0,1,11650
360,양재리본타워2단지아파트,서울특별시 서초구 양재동 212,0,4,11650
361,양재하이브랜드,서울특별시 서초구 양재동 215,4,0,11650
362,예술의 전당,서울특별시 서초구 서초동 산 130-19,1,0,11650
363,월드메르디앙 아파트,서울특별시 서초구 서초동 1549-3,1,0,11650
364,잠원동방음언덕형 공영주차장,서울특별시 서초구 잠원동 10-33,1,0,11650
365,태남빌딩 주차장,서울특별시 서초구 잠원로3길 40,1,0,11650
366,한국연구재단,서울특별시 서초구 염곡동 304-3,2,0,11650
367,현대ESA아파트,서울특별시 서초구 서초동 1338,0,1,11650
368,e편한세상 금호파크힐스,서울특별시 성동구 금호동1가 1823,1,3,11200
369,광진성동지사,서울특별시 성동구 마장로27길 13,1,7,11200
370,금호스포츠센터,서울특별시 성동구 금호동4가 56,1,0,11200
371,금호자이1차,서울특별시 성동구 금호동2가 금호로 117,1,2,11200
372,뚝섬유수지 공영주차장,서울특별시 성동구 성수동1가 685-63,11,0,11200
373,리버그린동아 아파트,서울특별시 성동구 응봉동 고산자로4길 34,1,2,11200
374,서울 새활용플라자,서울특별시 성동구 자동차시장길 49,2,0,11200
375,서울숲M타워,서울특별시 성동구 성수동1가 656-334,2,0,11200
376,서울숲SK V1 타워,서울특별시 성동구 성수동2가 284-55,6,0,11200
377,서울숲푸르지오 아파트,서울특별시 성동구 금호동4가 금호로 15,1,0,11200
378,성수2차대우 아파트,서울특별시 성동구 성수동1가 상원6길 16,0,2,11200
379,성수동아이파크 아파트,서울특별시 성동구 성수동2가 성수이로 137,1,2,11200
380,센트라스 1획지,서울특별시 성동구 하왕십리동 843,1,3,11200
381,센트라스 2획지,서울특별시 성동구 상왕십리동 289-5,1,4,11200
382,센트라스 3획지,서울특별시 성동구 상왕십리동 302-2,1,1,11200
383,센트라스 6획지,서울특별시 성동구 하왕십리동 674-1,1,2,11200
384,한양대학교,서울특별시 성동구 사근동 110,2,0,11200
385,행당한진타운,서울특별시 성동구 행당동 행당로 82,2,2,11200
386,고려대학교,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),2,0,11290
387,고려대학교(자연과학),서울특별시 성북구 안암동5가 126-16 (고려대학교안암캠퍼스),1,1,11290
388,국민대학교,서울특별시 성북구 정릉동 861-1,2,0,11290
389,금호어울림 센터힐 아파트,서울특별시 성북구 돈암동 643,1,2,11290
390,길음래미안3차,서울특별시 성북구 길음동 1283,1,0,11290
391,꿈의숲대명루첸 아파트,서울특별시 성북구 장위동 317,1,2,11290
392,대림 샹그레빌,서울특별시 성북구 하월곡동 224,1,2,11290
393,돈암더샵아파트,서울특별시 성북구 돈암동 603,1,0,11290
394,돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,1,1,11290
395,돈암현대,서울특별시 성북구 돈암동 1-3,0,2,11290
396,동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,1,2,11290
397,래미안아트리지,서울특별시 성북구 석관동 410,0,10,11290
398,보문하우스토리,서울특별시 성북구 보문동4가 116,0,1,11290
399,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,1,1,11290
400,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,1,2,11290
401,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,1,3,11290
402,삼선힐스테이트,서울특별시 성북구 삼선동2가 420,0,3,11290
403,석관두산 아파트,서울특별시 성북구 석관동 10,2,0,11290
404,성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,1,3,11290
405,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,1,3,11290
406,정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,1,2,11290
407,정릉풍림아이원,서울특별시 성북구 정릉동 239,1,2,11290
408,종암삼성래미안,서울특별시 성북구 종암동 80,1,0,11290
409,한신휴아파트,서울특별시 성북구 동소문동7가 23,1,0,11290
410,현대백화점 미아점,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",4,0,11290
411,가락2동 주민센터,서울특별시 송파구 가락동 154,1,0,11710
412,가락시장,서울특별시 송파구 양재대로 932,3,0,11710
413,가락쌍용1차 아파트,서울특별시 송파구 가락동 동남로 193,2,4,11710
414,가락우성2차 아파트,서울특별시 송파구 가락동 중대로12길 35,0,1,11710
415,갤러리아팰리스,서울특별시 송파구 잠실동 40,1,3,11710
416,거여1단지 아파트,서울특별시 송파구 거여동 양산로8길 8,1,4,11710
417,거여2동 주민센터,서울특별시 송파구 거여동 195-1,1,0,11710
418,거여4단지 아파트,서울특별시 송파구 거여동 양산로4길 8,1,3,11710
419,거여5단지 아파트,서울특별시 송파구 거여동 양산로4길 16,1,3,11710
420,더샵스타리버 아파트,서울특별시 송파구 올림픽로35길 93,1,0,11710
421,레이크팰리스,서울특별시 송파구 잠실동 잠실로 88,2,6,11710
422,리센츠 아파트,서울특별시 송파구 올림픽로 135,2,6,11710
423,마천동1공영주차장,서울특별시 송파구 성내천로43길 6,1,0,11710
424,문정근린공원 공영주차장,서울특별시 송파구 문정동 38-3,1,0,11710
425,문정래미안아파트,서울특별시 송파구 문정동 문정로 83,1,3,11710
426,방이동숙소,서울특별시 송파구 오금로 27길 29,0,2,11710
427,삼전동 공영주차장,서울특별시 송파구 삼전동 175-8,1,0,11710
428,송파공영주차장,서울특별시 송파구 송파동 128,1,0,11710
429,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,1,0,11710
430,송파꿈에그린(위례24단지),서울특별시 송파구 장지동 901,2,5,11710
431,송파더센트레,서울특별시 송파구 장지동 879,1,3,11710
432,송파도서관,서울특별시 송파구 오금동 51,1,0,11710
433,송파삼성래미안,서울특별시 송파구 송파동 오금로32길 14,1,3,11710
434,송파성원상떼빌,서울특별시 송파구 가락동 송파대로28길 27,1,2,11710
435,송파와이즈더샵,서울특별시 송파구 장지동 위례광장로 270,0,2,11710
436,송파파인타운10단지,서울특별시 송파구 장지동 송파대로8길 20,1,0,11710
437,송파파인타운1단지아파트,서울특별시 송파구 장지동 833,0,2,11710
438,송파파인타운5단지,서울특별시 송파구 장지동 충민로4길 5,1,2,11710
439,송파파인타운6단지 아파트,서울특별시 송파구 충민로6길 14,1,0,11710
440,송파파인타운7단지,서울특별시 송파구 충민로 4길 19,1,3,11710
441,송파파인타운9단지,서울특별시 송파구 송파대로 8길 17,1,2,11710
442,송파파크데일1단지 아파트,서울특별시 송파구 마천동 성내천로37길 37,1,2,11710
443,송파파크데일2단지,서울특별시 송파구 마천동 성내천로47길 38,1,2,11710
444,송파현대힐스테이트,서울특별시 송파구 풍납동 풍성로26길 31,0,1,11710
445,쌍용스윗닷홈 거여1차 아파트,서울특별시 송파구 거여동 28,0,2,11710
446,오금공원,서울특별시 송파구 오금동 51,1,0,11710
447,위례 포레샤인 23단지,서울특별시 송파구 장지동 380-1,2,6,11710
448,위례송파푸르지오 아파트,서울특별시 송파구 장지동 위례광장로 185,1,0,11710
449,위례스타힐스,서울특별시 송파구 장지동 위례광장로 215,1,3,11710
450,잠실롯데캐슬골드 아파트,서울특별시 송파구 신천동 올림픽로 269,1,2,11710
451,잠실파크인수,서울특별시 송파구 잠실동 250-5,0,1,11710
452,잠실한양3차 아파트,서울특별시 송파구 방이동 양재대로 1089,0,1,11710
453,풍납쌍용,서울특별시 송파구 풍납동 올림픽로47길 9,1,2,11710
454,한강극동아파트,서울특별시 송파구 풍납동 토성로 38-6,1,1,11710
455,한국광고문화회관,서울특별시 송파구 신천동 7-11,1,0,11710
456,호수임광아파트,서울특별시 송파구 송파동 송파대로48길 29,0,2,11710
457,가로공원 공영주차장,서울특별시 양천구 신월동 263,1,0,11470
458,강서수도사업소,서울특별시 양천구 신정동 319-15,1,0,11470
459,강서양천지사,서울특별시 양천구 신정동 319-1,1,7,11470
460,경창시장 고객주차장,서울특별시 양천구 신월동 446-4,1,0,11470
461,등마루 공영주차장,서울특별시 양천구 목동 965-1,1,0,11470
462,목동 현대하이페리온2아파트,서울특별시 양천구 목동 961,1,3,11470
463,목동2차우성아파트,서울특별시 양천구 신정동 337,1,0,11470
464,목동삼성쉐르빌1,서울특별시 양천구 신정동 318-10,1,1,11470
465,목동트윈빌,서울특별시 양천구 목동 905-22,1,2,11470
466,목동힐스테이트아파트,서울특별시 양천구 신정동 중앙로36길 15,1,1,11470
467,부영그린타운2차,서울특별시 양천구 목동 908-28,0,2,11470
468,서울에너지공사 주차장,서울특별시 양천구 목동 900,4,0,11470
469,신월코아루1단지아파트,서울특별시 양천구 신월동 남부순환로56길 9,0,3,11470
470,신월해주 아파트,서울특별시 양천구 신월동 217-8,0,2,11470
471,신정뉴타운두산위브아파트,서울특별시 양천구 신월로20길 7,1,0,11470
472,신정동일하이빌아파트1단지,서울특별시 양천구 신정동 1311,0,1,11470
473,신정동일하이빌아파트2단지,서울특별시 양천구 신정동 1310,0,1,11470
474,신정숲속마을아파트,서울특별시 양천구 신정동 1324,1,0,11470
475,신정이펜하우스 2단지,서울특별시 양천구 신정이펜2로 55,0,3,11470
476,양천구청 지하주차장,서울특별시 양천구 신정동 321-4,2,0,11470
477,양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,1,2,11470
478,우당 아파트,서울특별시 양천구 신월동 506-1,0,2,11470
479,푸른마을2단지,서울특별시 양천구 신정동 1281,1,1,11470
480,한국방송광고진흥공사,서울특별시 양천구 목동 923-5,1,0,11470
481,국회의사당,서울특별시 영등포구 여의도동 1,0,3,11560
482,남서울직할,서울특별시 영등포구 여의도동 21,2,8,11560
483,남서울직할(영등포)지사,서울특별시 영등포구 문래동3가 80,0,5,11560
484,남서울직할(영등포)지사(공용),서울특별시 영등포구 문래동3가 80,1,2,11560
485,당산근린지하공영주차장,서울특별시 영등포구 당산동3가 385,2,0,11560
486,당산대우 아파트,서울특별시 영등포구 당산동2가 16-1,1,2,11560
487,대림동현대3차 아파트,서울특별시 영등포구 대림동 608-1,1,4,11560
488,대림어린이공원 공영주차장,서울특별시 영등포구 대림동 870,1,0,11560
489,대림운동장 공영주차장,서울특별시 영등포구 대림동 780,1,0,11560
490,롯데캐슬엠파이어,서울특별시 영등포구 여의도동 의사당대로 127,1,2,11560
491,문래건영아파트,서울특별시 영등포구 문래동3가 93-1,0,3,11560
492,문래금호어울림 아파트,서울특별시 영등포구 문래동3가 97,0,1,11560
493,문래자이아파트,서울특별시 영등포구 문래동3가 당산로4길 12,1,2,11560
494,문래힐스테이트,서울특별시 영등포구 문래동3가 94,0,8,11560
495,바다마을아파트,서울특별시 영등포구 신길동 가마산로 540,0,4,11560
496,보라매벚꽃마을아파트,서울특별시 영등포구 신길동 대방천로14길 34,0,1,11560
497,서울영등포우체국,서울특별시 영등포구 당산동4가 93-6,2,0,11560
498,신길삼성래미안,서울특별시 영등포구 신길동 가마산로79길 7,1,2,11560
499,신길역사 주차장,서울특별시 영등포구 신길동 53,1,0,11560
500,양평한신아파트,서울특별시 영등포구 양평동5가 76,1,1,11560
501,"여의도KBS (본관,신관)",서울특별시 영등포구 여의도동 18,4,0,11560
502,영등포 제1스포츠센터,서울특별시 영등포구 신길동 426-3,2,0,11560
503,영등포구민회관,서울특별시 영등포구 당산동3가 3,2,0,11560
504,영등포구청 환승공영주차장,서울특별시 영등포구 당산동3가 370-4,1,0,11560
505,영등포레미안 아파트,서울특별시 영등포구 신길동 4945,1,3,11560
506,영등포아트자이 아파트,서울특별시 영등포구 도림동 도영로 66,1,3,11560
507,영등포전력지사,서울특별시 영등포구 경인로 878,1,2,11560
508,LG한강자이 아파트,서울특별시 용산구 이촌동 이촌로64길 15,1,3,11170
509,국립 중앙 박물관,서울특별시 용산구 용산동6가 11-426,3,0,11170
510,대우월드마크용산,서울특별시 용산구 한강로1가 64,0,5,11170
511,동아그린 아파트,서울특별시 용산구 이촌로 100-8,1,2,11170
512,래미안첼리투스,서울특별시 용산구 이촌동 이촌로 300,1,2,11170
513,리첸시아 아파트,서울특별시 용산구 백범로 341,1,0,11170
514,리첸시아용산B블록,서울특별시 용산구 원효로1가 백범로 341,0,2,11170
515,용산더프라임,서울특별시 용산구 원효로1가 원효로90길 11,1,1,11170
516,용산시티파크1단지,서울특별시 용산구 한강로3가 서빙고로 35,1,0,11170
517,용산아크로타워,서울특별시 용산구 문배동 백범로90길 26,0,2,11170
518,용산전자상가1 공영주차장,서울특별시 용산구 한강로3가 12,1,0,11170
519,용산파크자이아파트,서울특별시 용산구 한강로1가 50-1,0,5,11170
520,용산한신 아파트,서울특별시 용산구 용산동2가 녹사평대로 245,0,2,11170
521,전쟁기념관,서울특별시 용산구 이태원로 29,3,0,11170
522,청암자이 아파트,"서울특별시 용산구 삼개로 60 (청암동, 천년명가 청암자이)",1,2,11170
523,파크타워 아파트,서울특별시 용산구 용산동5가 서빙고로 67,1,3,11170
524,프라임팰리스,서울특별시 용산구 문배동 백범로90길 38,0,1,11170
525,한강대우,서울특별시 용산구 이촌동 이촌로 181,1,2,11170
526,한남동현대하이페리온,서울특별시 용산구 한남동 서빙고로 413,0,2,11170
527,서대문은평지사,서울특별시 은평구 통일로 659,1,3,11380
528,서북병원,서울특별시 은평구 역촌동 산 31-1,1,0,11380
529,서울특별시은평병원 주차장,서울특별시 은평구 백련산로 90,1,0,11380
530,은평뉴타운우물골6단지,서울특별시 은평구 진관동 81,1,2,11380
531,은평스카이뷰자이아파트,서울특별시 은평구 진관동 62,0,3,11380
532,은평평화공원 공영주차장,서울특별시 은평구 녹번동 153-1,1,0,11380
533,응암3동 공영주차장,"서울특별시 은평구 불광천길 436 (응암동, 응암공영주차장)",1,0,11380
534,한국프라우드아파트,서울특별시 은평구 역촌동 9-54,0,1,11380
535,SK렌터카 본사,서울특별시 종로구 관철동 7-3,1,2,11110
536,경희궁의아침3단지 아파트,서울특별시 종로구 내수동 사직로8길 34,0,2,11110
537,광화문스페이스본 아파트,서울특별시 종로구 사직동 사직로8길 4,1,3,11110
538,국립현대미술관 서울관,서울특별시 종로구 소격동 165-10,2,0,11110
539,동성빌라,서울특별시 종로구 구기동 비봉2길 32,0,1,11110
540,명륜아남1차 아파트,서울특별시 종로구 명륜2가 창경궁로 265,1,2,11110
541,무악현대 아파트,서울특별시 종로구 무악동 통일로 246-20,1,3,11110
542,서울대학교병원 대한외래병동주차장,서울특별시 종로구 연건동 28-21,2,0,11110
543,서울대학교병원 암병동 주차장,서울특별시 종로구 연건동 28-21,2,0,11110
544,서울대학교병원 장례식장주차장,서울특별시 종로구 연건동 28-2,2,0,11110
545,석탄회관,서울특별시 종로구 수송동 80-6,1,0,11110
546,인왕산2차아이파크,서울특별시 종로구 무악동 통일로 246-20,0,2,11110
547,종로센트레빌,서울특별시 종로구 숭인동 동망산길 47,1,0,11110
548,창신두산 아파트,서울특별시 종로구 창신동 지봉로5길 7,1,2,11110
549,창신쌍용2단지 아파트,서울특별시 종로구 창신동 낙산길 198,1,1,11110
550,효성주얼리시티,서울특별시 종로구 인의동 종로 183,0,2,11110
551,LIG서울역리가아파트,서울특별시 중구 만리동1가 231,0,2,11140
552,국립중앙극장,서울특별시 중구 장충동2가 산 14-67,3,0,11140
553,남산롯데캐슬아이리스 아파트,서울특별시 중구 소공로 35,1,0,11140
554,남산센트럴자이,서울특별시 중구 충무로4가 퇴계로 235,0,2,11140
555,남산케이블카,서울특별시 중구 회현동1가 산 1-19,1,0,11140
556,남산타운 아파트,"서울특별시 중구 다산로 32 1동,21동,31동",2,6,11140
557,덕수궁 롯데캐슬,서울특별시 중구 순화동 서소문로9길 28,0,2,11140
558,동대문디자인플라자,서울특별시 중구 을지로7가 2-1,2,0,11140
559,롯데캐슬베네치아,서울특별시 중구 황학동 청계천로 400,2,2,11140
560,묵정공원 공영주차장,서울특별시 중구 충무로5가 21,2,0,11140
561,버티공영주차장,서울특별시 중구 신당동 432-1693,2,0,11140
562,서울역(한화역사),서울특별시 중구 봉래동2가 122,2,0,11140
563,서울전력관리처,서울특별시 중구 남산동3가 11-10,1,2,11140
564,서울직할,서울특별시 중구 남대문로 92,2,5,11140
565,신세계 본점,서울특별시 중구 소공로 63,2,0,11140
566,쌍용남산플래티넘 아파트,서울특별시 중구 소공로 46,1,1,11140
567,약수동공영주차장,서울특별시 중구 신당동 349-234,2,0,11140
568,전국은행연합회,서울특별시 중구 명동1가 4-1,3,0,11140
569,한국관광공사 옆 노상 공영주차장,서울특별시 중구 다동 85-4,3,0,11140
570,동대문중랑지사,서울특별시 중랑구 동일로 862,0,5,11260
571,동대문중랑지사(공용),서울특별시 중랑구 묵동 181-4,1,1,11260
572,"면목두산2,3차 아파트",서울특별시 중랑구 면목동 1510,1,2,11260
573,"면목두산4,5단지 아파트",서울특별시 중랑구 면목동 1522-1,1,2,11260
574,면목두원 아파트,서울특별시 중랑구 면목동 1521,0,2,11260
575,묵동자이1단지 아파트,서울특별시 중랑구 묵동 164-4,1,2,11260
576,묵동자이2단지 아파트,서울특별시 중랑구 묵동 170-1,1,2,11260
577,브라운스톤태릉 아파트,서울특별시 중랑구 묵동 387,1,0,11260
578,상봉우정 아파트,서울특별시 중랑구 상봉동 496,1,1,11260
579,서울의료원,서울특별시 중랑구 신내동 316,2,0,11260
580,신내7단지진로아파트,서울특별시 중랑구 신내동 654,1,1,11260
581,신내LG쌍용아파트,서울특별시 중랑구 상봉동 484,1,1,11260
582,신내건영1차 아파트,서울특별시 중랑구 상봉동 1,0,1,11260
583,신내우디안1단지,서울특별시 중랑구 신내동 816,1,2,11260
584,신내테크노타운,서울특별시 중랑구 상봉동 485,1,0,11260
585,우림골목시장 주차장,서울특별시 중랑구 망우로62길 52-4,1,0,11260
586,중랑숲리가 아파트,서울특별시 중랑구 망우동 583,1,2,11260
587,태릉시장 중화공영주차장,서울특별시 중랑구 중화동 73-6,2,0,11260
588,한일써너스빌 아파트,서울특별시 중랑구 상봉동 81-5,1,1,11260